Date,Time,Title Job,Job ID,Title,Hebrew Title,Link
2025-07-13,21:52:55,machine,Job 2,Continuous Bring Up Solution Architect - NVIS,אדריכל הפתרונות המתמשך - NVIS,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Continuous-Bring-Up-Solution-Architect---NVIS_JR1996791?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:55,machine,Job 3,Senior Malware Research Architect,אדריכל מחקרי תוכנות זדוניות בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Malware-Research-Architect_JR1993415?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:56,machine,Job 4,Senior Data Scientist and System Architect,מדען נתונים בכיר ואדריכל מערכות,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Data-Scientist-and-System-Architect_JR1996660?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:56,machine,Job 5,Senior Networking Security Research Architect,אדריכל מחקרי אבטחה בכיר ברשת,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Networking-Security-Research-Architect_JR1993170-1?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:56,machine,Job 6,Senior Hardware Program Manager,מנהל תכנית חומרה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Hardware-Program-Manager_JR1996868?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:56,machine,Job 7,QA and Automation Engineer,QA ומהנדס אוטומציה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/QA-and-Automation-Engineer_JR1997875?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:57,machine,Job 8,Senior Analog Layout Design Engineer,מהנדס תכנון פריסה אנלוגית בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Analog-Layout-Design-Engineer_JR1995504?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:57,machine,Job 9,Senior GTM Program Manager,מנהל תכנית בכיר ב- GTM,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-GTM-Program-Manager_JR1995613-1?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:57,machine,Job 10,Senior Software Developer,מפתח תוכנה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-Software-Developer_JR1997627?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:57,machine,Job 11,"Technical Project Lead, SPE","מוביל פרויקט טכני, SPE",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Technical-Project-Lead--SPE_JR1993605?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:58,machine,Job 12,Senior VLSI CAD and AI Automation Engineer,מהנדס אוטומציה של VLSI CAD ו- AI,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-VLSI-CAD-and-AI-Automation-Engineer_JR1997583?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:58,machine,Job 13,"Senior System Software Engineer, NCCL - Partner Enablement","מהנדס תוכנת מערכת בכיר, NCCL - הפעלת שותפים",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-System-Software-Engineer--NCCL---Partner-Enablement_JR1998163?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:58,machine,Job 14,Power Integrity Engineer,מהנדס שלמות חשמל,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Power-Integrity-Engineer_JR1986679-1?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:59,machine,Job 15,Senior System Design Test Architect,אדריכל מבחן תכנון מערכות בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-System-Design-Test-Architect_JR1999094?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:59,machine,Job 16,"Senior Manager, IC Test Labs","מנהל בכיר, מעבדות מבחן IC",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Manager--Production-Infrastructure-Equipment_JR1996202?q=machine&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:52:59,machine,Job 17,Senior Performance Analysis Engineer,מהנדס ניתוח ביצועים בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Performance-Analysis-Engineer_JR1998088?q=machine&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-13,21:53:09,junior,Job 1,Senior Mechanical Validation Engineer,מהנדס אימות מכני בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Mechanical-Validation-Engineer_JR1996892?q=junior&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:09,junior,Job 2,Senior System Power and Performance Validation Engineer,מהנדס אימות חשמל ומערכת בכירה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-System-Power-and-Performance-Validation-Engineer_JR1992688?q=junior&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:10,junior,Job 3,"Senior Product Manager, ASIC Simulation","מנהל מוצר בכיר, סימולציה של ASIC",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-Product-Manager--ASIC-Simulation_JR1992290?q=junior&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:10,junior,Job 4,Senior Networking Electrical Validation Engineer,מהנדס אימות חשמלי בכיר ברשת,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Networking-Electrical-Validation-Engineer_JR1995082?q=junior&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:10,junior,Job 5,Senior Networking Electrical Validation Engineer,מהנדס אימות חשמלי בכיר ברשת,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Networking-Electrical-Validation-Engineer_JR1999533?q=junior&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-13,21:53:20,python,Job 1,Senior Software Verification Engineer - Switch Simulation,מהנדס אימות תוכנה בכיר - סימולציה מתג,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Verification-Engineer---Switch-Simulation_JR1991480?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:20,python,Job 2,"Senior QA Software Engineer, Networking","מהנדס תוכנה בכיר ב- QA, רשת",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-QA-Software-Engineer_JR1998218?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:20,python,Job 3,"Senior Software Engineer, DOCA Verification","מהנדס תוכנה בכיר, אימות DOCA",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-Software-Engineer--DOCA-Verification_JR1999115?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:21,python,Job 4,"Software QA Engineer, Network Systems","מהנדס QA תוכנה, מערכות רשת",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Software-QA-Engineer--Network-Systems_JR1999346?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:21,python,Job 5,Senior Functional Test Engineer,מהנדס בדיקות פונקציונליות בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Functional-Test-Engineer_JR1987850?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:22,python,Job 6,Senior System Validation Engineer,מהנדס אימות מערכות בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-System-Validation-Engineer_JR1982158?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:22,python,Job 7,Senior System Validation Engineer,מהנדס אימות מערכות בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-System-Validation-Engineer_JR1987688?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:23,python,Job 8,"Software QA Engineer, Bluefield DPU","מהנדס QA תוכנה, Bluefield DPU",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Software-QA-Engineer--Bluefield-DPU_JR1997934?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:24,python,Job 9,Senior Firmware Engineer,מהנדס קושחה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Firmware-Engineer_JR1998916?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:24,python,Job 10,Senior Software QA Engineer Linux Drivers,מנהלי התקנים לינוקס מהנדס QA בכירים,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-Software-QA-Engineer-Linux-Drivers_JR1999093?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:25,python,Job 11,Senior Embedded SW Engineer,מהנדס SW משובץ בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Embedded-SW-Engineer_JR1999330?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:25,python,Job 12,Senior Network Test Engineer,מהנדס בדיקות רשת בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Network-Test-Engineer_JR1999033?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:25,python,Job 13,Senior Software Performance Verification Engineer,מהנדס אימות ביצועי תוכנה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Performance-Verification-Engineer_JR1999844?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:25,python,Job 14,Senior VLSI CAD and AI Automation Engineer,מהנדס אוטומציה של VLSI CAD ו- AI,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-VLSI-CAD-and-AI-Automation-Engineer_JR1997583?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:26,python,Job 15,Senior Firmware Engineer,מהנדס קושחה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Firmware-Engineer_JR1999003?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:26,python,Job 16,Senior Data Scientist and System Architect,מדען נתונים בכיר ואדריכל מערכות,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Data-Scientist-and-System-Architect_JR1996660?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:26,python,Job 17,Software Automation Engineer,מהנדס אוטומציה של תוכנה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Software-Automation-Engineer_JR1999358?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:26,python,Job 18,Senior System Product Engineer,מהנדס מוצרי מערכת בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-System-Product-Engineer_JR1997709?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:28,python,Job 19,Senior Software Manager,מנהל תוכנה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Manager_JR1998449?q=python&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:28,python,Job 20,CAD Power Engineer,מהנדס כוח CAD,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/CAD-Power-Engineer_JR1998685?q=python&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-13,21:53:38,analyst,Job 1,Senior Software Verification Engineer - Switch Simulation,מהנדס אימות תוכנה בכיר - סימולציה מתג,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Verification-Engineer---Switch-Simulation_JR1991480?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:38,analyst,Job 2,"Manager, Software Verification","מנהל, אימות תוכנה",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Manager--Software-Verification_JR1985768?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:38,analyst,Job 3,Senior Formal Verification Engineer,מהנדס אימות רשמי בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Formal-Verification-Engineer_JR1996938?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:39,analyst,Job 4,Senior Formal Verification Engineer,מהנדס אימות רשמי בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Formal-Verification-Engineer_JR1997698?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:39,analyst,Job 5,"Senior NPI Engineer, PCB","מהנדס NPI בכיר, PCB",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-NPI-Engineer--PCB_JR1996029?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:39,analyst,Job 6,Senior Software Engineer - Switch and NIC Simulation,מהנדס תוכנה בכיר - Switch ו- NIC סימולציה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Engineer---Switch-Simulation_JR1999738?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:40,analyst,Job 7,Senior DFT Verification Engineer,מהנדס אימות DFT בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-DFT-Verification-Engineer_JR1978014-1?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:40,analyst,Job 8,Senior Mechanical Validation Engineer,מהנדס אימות מכני בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Mechanical-Validation-Engineer_JR1996892?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:40,analyst,Job 9,Senior Chip Design Verification Engineer,מהנדס אימות תכנון שבב בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Chip-Design-Verification-Engineer_JR1997948?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:40,analyst,Job 10,Senior Firmware Engineer,מהנדס קושחה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Firmware-Engineer_JR1998399?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:41,analyst,Job 11,IC Failure Analysis Engineer,מהנדס ניתוח כישלונות IC,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/IC-Failure-Analysis-Engineer_JR1998643?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:41,analyst,Job 12,Senior DFT Verification Engineer,מהנדס אימות DFT בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-DFT-Verification-Engineer_JR1995104?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:43,analyst,Job 13,ASIC Design Engineer,מהנדס עיצוב ASIC,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/ASIC-Design-Engineer_JR1982863?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:43,analyst,Job 14,Senior Software Test Development Engineer,מהנדס פיתוח בדיקות תוכנה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Test-Development-Engineer_JR1992838?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:43,analyst,Job 15,"Manager, DFT Verification","מנהל, אימות DFT",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Manager--DFT-Verification_JR1993836?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:43,analyst,Job 16,Senior DFT Engineer,מהנדס DFT בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-DFT-Engineer_JR1995824?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:44,analyst,Job 17,Senior Post-Silicon Characterization Engineer,מהנדס אפיון בכיר לאחר סיליקון,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Post-Silicon-Characterization-Engineer_JR1996454?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:44,analyst,Job 18,Senior ASIC Design Engineer,מהנדס תכנון ASIC בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-ASIC-Design-Engineer_JR1991483?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:44,analyst,Job 19,Senior DFT Design Engineer,מהנדס תכנון DFT בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-DFT-Design-Engineer_JR1997818?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
2025-07-13,21:53:46,analyst,Job 20,"Senior Software Engineer, DOCA SDK","מהנדס תוכנה בכיר, DOCA SDK",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Software-Engineer--DOCA-SDK_JR1998168?q=analyst&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-13,21:54:11,sql,Job 1,Software Automation Engineer,מהנדס אוטומציה של תוכנה,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Software-Automation-Engineer_JR1999358?q=sql&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-13,22:59:51,intern,Job 9,Senior Product Quality Engineer,מהנדס איכות מוצר בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Product-Quality-Engineer_JR1999687?q=intern&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-14,14:23:12,machine,Job 14,Manufacturing Technologies and Process Engineer,טכנולוגיות ייצור ומהנדס תהליכים,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Manufacturing-Technologies-and-Process-Engineer_JR1998222?q=machine&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-14,17:18:28,algorithm,Job 1,Senior Network Algorithms Architect,אדריכל אלגוריתמי רשת בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Network-Algorithms-Architect_JR1999221?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:29,algorithm,Job 2,Senior Lab DSP Communication Engineer,מהנדס תקשורת בכיר במעבדה DSP,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Lab-DSP-Communication-Engineer_JR1996956?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:31,algorithm,Job 3,"Senior Software Engineer, RDMA Transport","מהנדס תוכנה בכיר, RDMA Transport",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Software-Engineer--RDMA-Transport_JR1997817?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:32,algorithm,Job 4,Senior High-Performance System Architect,אדריכל מערכות בכיר בעל ביצועים גבוהים,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-High-Performance-System-Architect_JR1997252?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:32,algorithm,Job 5,Senior Performance Analysis Engineer,מהנדס ניתוח ביצועים בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Performance-Analysis-Engineer_JR1998088?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:33,algorithm,Job 6,Senior Firmware Design Engineer,מהנדס עיצוב קושחה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Firmware-Design-Engineer_JR1994835?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:34,algorithm,Job 7,Senior Formal Verification Engineer,מהנדס אימות רשמי בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Formal-Verification-Engineer_JR1996938?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:34,algorithm,Job 8,Senior Formal Verification Engineer,מהנדס אימות רשמי בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Formal-Verification-Engineer_JR1997698?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:35,algorithm,Job 9,Senior Firmware Engineer,מהנדס קושחה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Firmware-Engineer_JR1998399?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:35,algorithm,Job 10,"Senior Customer Program Manager, AI Datacenter","מנהל תכנית לקוחות בכיר, מרכז נתונים AI",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Customer-Program-Manager--AI-Datacenter_JR1994183?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:35,algorithm,Job 11,Senior Firmware Engineer,מהנדס קושחה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Firmware-Engineer_JR1999750?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:35,algorithm,Job 12,Senior Firmware Engineer,מהנדס קושחה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Firmware-Engineer_JR1999095?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:36,algorithm,Job 13,"Senior System Software Architect, HPC Networking","אדריכל תוכנת מערכת בכיר, רשת HPC",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-System-Software-Architect--HPC-Networking_JR1985822?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:36,algorithm,Job 14,"Senior System Software Architect, HPC Networking","אדריכל תוכנת מערכת בכיר, רשת HPC",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-System-Software-Architect--HPC-Networking_JR1997718?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:36,algorithm,Job 15,Senior VLSI CAD and AI Automation Engineer,מהנדס אוטומציה של VLSI CAD ו- AI,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-VLSI-CAD-and-AI-Automation-Engineer_JR1997583?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:36,algorithm,Job 16,Senior Data Scientist and System Architect,מדען נתונים בכיר ואדריכל מערכות,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Data-Scientist-and-System-Architect_JR1996660?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:37,algorithm,Job 17,Senior ML Engineer,מהנדס ML בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-ML-Engineer_JR1993435?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,17:18:37,algorithm,Job 18,Senior Software Architect - Deep Learning and HPC Communications,אדריכל תוכנה בכיר - למידה עמוקה ותקשורת HPC,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Software-Architect---Deep-Learning-and-HPC-Communications_JR1998164?q=algorithm&locations=970bf8c909a701c749f87bdcd4008607
,,,,,,
2025-07-14,19:26:10,Financial,Job 1,Senior Laboratory Manager,מנהל מעבדה בכיר,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Laboratory-Manager_JR1998644?q=Financial&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,19:26:10,Financial,Job 2,Senior Chip NPI & MP Manufacturing Controller,בקר בכיר NPI ו- MP,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-Chip-NPI---MP-Manufacturing-Controller_JR1999408?q=Financial&locations=970bf8c909a701c749f87bdcd4008607
2025-07-14,19:26:11,Financial,Job 3,"Senior NPI Engineer, Chip","מהנדס בכיר ב- NPI, שבב",https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-NPI-Engineer--Chip_JR1998972?q=Financial&locations=970bf8c909a701c749f87bdcd4008607
